equipment_id,hotel_id,equipment_type,location,exact_location,install_year,manufacturer,condition,hotel_name,city,province,star_rating,rooms,hotel_type,record_id,last_service_date,service_interval_months,months_since_service,fault_count,technician,service_cost_LKR,next_service_date,equipment_age_years,risk_level,usage_level,daily_exposure_hours,humidity_level,temperature_avg_c,coastal_exposure,power_fluctuation_level,backup_power_available,technician_experience_years,service_quality_score,certification_status,last_audit_score,activated_before,activation_count,last_activation_year,floor_level,near_emergency_exit
FE009555,H0144,Smoke Detector,Lobby,Floor 6 – Corridor 3,2017,Local,Good,Lanka Sands Anuradhapura,Anuradhapura,North Central,4,191,Beach Hotel,M009555,11/19/2025,6,0,1,SL FireTech,4050,5/20/2026,8,Low,Medium,7,Medium,32,No,Medium,Yes,13,4,Valid,81,Yes,1,2019,6,No
FE009556,H0059,Smoke Detector,Guest Floor,Floor 7 – Corridor 1,2020,Honeywell,Good,Cinnamon Palace Hambantota,Hambantota,Southern,4,199,City Hotel,M009556,10/4/2025,12,2,0,FirePro SL,5000,10/4/2026,5,Low,High,18,Medium,30,Yes,High,Yes,10,5,Valid,95,No,0,,7,No
FE009557,H0021,Smoke Detector,Guest Floor,Floor 1 – Corridor 3,2017,Honeywell,Good,Serendib Bay Mannar,Mannar,Northern,3,207,City Hotel,M009557,6/21/2025,6,5,1,SafetyOne Services,4750,12/20/2025,8,Low,Low,4,Medium,26,No,Low,No,4,4,Valid,82,Yes,3,2018,1,Yes
FE009558,H0007,Smoke Detector,Conference Hall,Floor 5 – Corridor 3,2023,Honeywell,Good,Hilltop Cove Jaffna,Jaffna,Northern,3,214,Hill Country,M009558,11/5/2025,12,1,0,Tyco Lanka,3800,11/5/2026,2,Low,Medium,7,Medium,26,No,High,No,7,5,Valid,91,No,0,,5,No
FE009559,H0061,Smoke Detector,Kitchen,Floor 3 – Corridor 2,2020,Local,Good,Araliya Villa Negombo,Negombo,Western,4,151,Beach Hotel,M009559,6/20/2025,12,5,1,SafetyOne Services,4400,6/20/2026,5,Low,Medium,7,High,32,Yes,Medium,Yes,6,5,Valid,88,Yes,4,2024,3,Yes
FE009560,H0188,Smoke Detector,Conference Hall,Floor 3 – Corridor 3,2020,Honeywell,Good,Serendib Cove Kurunegala,Kurunegala,North Western,5,255,Boutique,M009560,5/14/2025,12,6,1,SafetyOne Services,5150,5/14/2026,5,Low,Medium,7,Medium,28,No,Medium,Yes,2,3,Valid,80,Yes,5,2023,3,No
FE009561,H0029,Fire Extinguisher,Kitchen,Laundry 2 (Floor 3),2018,FirePro SL,Good,Lanka Sands Puttalam,Puttalam,North Western,3,83,Beach Hotel,M009561,10/21/2025,12,1,1,SL FireTech,3750,10/21/2026,7,Medium,High,18,Medium,31,No,Medium,No,4,5,Valid,73,Yes,1,2024,3,No
FE009562,H0171,Sprinkler,Storage,Banquet Hall – Zone 3,2024,Local,Good,Ocean Heights Jaffna,Jaffna,Northern,3,66,Hill Country,M009562,11/6/2025,12,1,0,SL FireTech,7500,11/6/2026,1,Low,Low,4,Low,26,No,Medium,No,14,4,Valid,98,No,0,,0,No
FE009563,H0158,Fire Alarm,Corridor,Floor 7 – Corridor 4,2014,Bosch,Good,Jetwing Cove Nuwara Eliya,Nuwara Eliya,Central,5,288,City Hotel,M009563,9/15/2025,12,2,0,City Fire,6250,9/15/2026,11,Medium,Medium,7,Medium,24,No,Low,Yes,9,4,Valid,84,No,0,,7,Yes
FE009564,H0059,Fire Extinguisher,Kitchen,Laundry 1 (Floor 2),2014,Local,Good,Cinnamon Palace Hambantota,Hambantota,Southern,4,199,City Hotel,M009564,11/13/2025,12,0,1,SL FireTech,3650,11/13/2026,11,Medium,Medium,7,High,29,Yes,Medium,Yes,8,5,Valid,75,Yes,3,2021,2,No
FE009565,H0050,Fire Extinguisher,Laundry,Boiler Room 4 (Floor 2),2023,Local,Good,Araliya Cove Matale,Matale,Central,3,20,Hill Country,M009565,6/3/2025,6,6,0,Lanka Safety,2900,12/2/2025,2,Low,Medium,7,Medium,19,No,Low,No,6,4,Valid,93,No,0,,2,No
FE009566,H0148,Smoke Detector,Guest Floor,Floor 6 – Corridor 4,2020,Bosch,Good,Jetwing Sands Kandy,Kandy,Central,5,180,Boutique,M009566,2/20/2024,12,21,0,FirePro SL,4650,2/19/2025,5,Low,Medium,7,Low,20,No,High,Yes,13,4,Expired,99,No,0,,6,No
FE009567,H0123,Sprinkler,Conference Hall,Conference Hall – Zone 2,2016,Tyco,Good,Heritance Sands Kegalle,Kegalle,Sabaragamuwa,3,204,City Hotel,M009567,11/18/2025,12,0,0,SafetyOne Services,8500,11/18/2026,9,Low,Medium,7,Medium,27,No,High,No,1,5,Valid,95,No,0,,0,Yes
FE009568,H0217,Emergency Light,Exit Route,Floor 5 – Corridor 2,2017,Local,Good,Hilltop Retreat Nuwara Eliya,Nuwara Eliya,Central,4,133,Resort,M009568,11/20/2025,6,0,1,SafetyOne Services,2800,5/21/2026,8,Low,High,18,Low,22,No,Medium,Yes,7,4,Valid,86,Yes,5,2020,5,No
FE009569,H0136,Smoke Detector,Kitchen,Floor 5 – Corridor 4,2018,Bosch,Good,Jetwing Sands Kilinochchi,Kilinochchi,Northern,4,272,Boutique,M009569,10/11/2025,6,2,1,Tyco Lanka,4450,4/11/2026,7,Medium,Medium,7,Medium,30,No,Low,Yes,1,4,Valid,75,Yes,2,2024,5,No
FE009570,H0015,Fire Extinguisher,Laundry,Boiler Room 1 (Floor 5),2018,FirePro SL,Good,Hilltop Retreat Kurunegala,Kurunegala,North Western,5,156,Boutique,M009570,9/8/2025,6,3,1,SL FireTech,4200,3/9/2026,7,Medium,High,18,Medium,28,No,Medium,Yes,14,4,Valid,75,Yes,2,2020,5,No
FE009571,H0034,Sprinkler,Conference Hall,Banquet Hall – Zone 3,2021,Local,Good,Jetwing Bay Anuradhapura,Anuradhapura,North Central,4,116,Beach Hotel,M009571,1/16/2025,12,10,0,SL FireTech,9100,1/16/2026,4,Low,Medium,7,Low,27,No,Medium,Yes,8,4,Valid,92,No,0,,0,No
FE009572,H0101,Fire Extinguisher,Laundry,Restaurant 1 (Floor 1),2018,ABC Lanka,Good,Pearl Resort Trincomalee,Trincomalee,Eastern,3,35,Resort,M009572,11/22/2025,6,0,0,SL FireTech,3450,5/23/2026,7,Low,Low,4,High,32,Yes,High,No,3,3,Valid,97,No,0,,1,No
FE009573,H0027,Smoke Detector,Kitchen,Floor 2 – Corridor 4,2018,Honeywell,Fair,Hilltop Cove Galle,Galle,Southern,3,50,Resort,M009573,10/9/2025,12,2,0,SL FireTech,4550,10/9/2026,7,Medium,Low,4,High,27,Yes,Medium,No,9,3,Valid,87,No,0,,2,Yes
FE009574,H0012,Sprinkler,Restaurant,Banquet Hall – Zone 3,2021,Viking,Good,Heritance Cove Matale,Matale,Central,4,152,City Hotel,M009574,6/7/2025,12,6,0,Lanka Safety,7500,6/7/2026,4,Low,Low,4,Low,24,No,High,Yes,13,3,Valid,93,No,0,,0,No
FE009575,H0202,Fire Alarm,Conference Hall,Floor 1 – Corridor 2,2020,Honeywell,Good,Hilltop Cove Kegalle,Kegalle,Sabaragamuwa,4,213,City Hotel,M009575,12/10/2024,12,12,0,SafetyOne Services,6600,12/10/2025,5,Low,Medium,7,Low,31,No,Low,Yes,5,4,Valid,97,No,0,,1,No
FE009576,H0080,Sprinkler,Restaurant,Banquet Hall – Zone 2,2022,Viking,Fair,Araliya Sands Colombo,Colombo,Western,4,60,Eco Lodge,M009576,11/10/2025,12,1,0,Tyco Lanka,7050,11/10/2026,3,Low,Medium,7,High,29,Yes,High,Yes,6,3,Valid,98,No,0,,0,Yes
FE009577,H0093,Smoke Detector,Lobby,Floor 2 – Corridor 3,2017,Honeywell,Fair,Cinnamon Palace Polonnaruwa,Polonnaruwa,North Central,3,77,Resort,M009577,9/20/2025,6,2,0,Lanka Safety,3900,3/21/2026,8,Low,Medium,7,Medium,31,No,Medium,No,4,4,Valid,94,No,0,,2,No
FE009578,H0147,Smoke Detector,Conference Hall,Floor 2 – Corridor 3,2015,Bosch,Good,Heritance Heights Ampara,Ampara,Eastern,4,105,Resort,M009578,10/4/2025,6,2,1,FirePro SL,4550,4/4/2026,10,Medium,Medium,7,Medium,31,Yes,Medium,Yes,6,5,Valid,72,Yes,3,2021,2,No
FE009579,H0097,Fire Extinguisher,Boiler Room,Laundry 4 (Floor 2),2016,ABC Lanka,Good,Hilltop Resort Anuradhapura,Anuradhapura,North Central,3,137,Beach Hotel,M009579,9/20/2025,6,2,0,SafetyOne Services,2900,3/21/2026,9,Medium,Low,4,Medium,29,No,High,No,9,4,Valid,86,No,0,,2,No
FE009580,H0103,Fire Extinguisher,Restaurant,Restaurant 4 (Floor 5),2015,SafetyOne,Good,Pearl Bay Hambantota,Hambantota,Southern,5,239,City Hotel,M009580,8/11/2025,6,4,1,SafetyOne Services,4250,2/9/2026,10,Medium,Low,4,High,30,Yes,High,Yes,7,5,Valid,73,Yes,3,2019,5,No
FE009581,H0166,Smoke Detector,Corridor,Floor 1 – Corridor 4,2011,Local,Good,Pearl Resort Batticaloa,Batticaloa,Eastern,3,144,Boutique,M009581,8/5/2025,12,4,1,Tyco Lanka,5200,8/5/2026,14,Medium,Low,4,High,29,Yes,High,No,2,5,Valid,77,Yes,2,2024,1,No
FE009582,H0117,Emergency Light,Lobby,Floor 2 – Corridor 3,2016,Osram,Good,Pearl Palace Batticaloa,Batticaloa,Eastern,4,177,Resort,M009582,11/3/2025,6,1,0,SafetyOne Services,3000,5/4/2026,9,Low,Medium,7,Medium,27,Yes,Medium,Yes,11,3,Valid,92,No,0,,2,No
FE009583,H0134,Sprinkler,Restaurant,Storage – Zone 1,2008,Local,Good,Jetwing Cove Batticaloa,Batticaloa,Eastern,3,148,City Hotel,M009583,12/9/2024,12,12,0,Lanka Safety,7750,12/9/2025,17,Medium,Low,4,High,26,Yes,Medium,No,6,3,Valid,80,No,0,,0,No
FE009584,H0031,Hose Reel,Corridor,Service Area – Section C,2025,FirePro SL,Good,Cinnamon Villa Matale,Matale,Central,3,83,City Hotel,M009584,8/14/2025,12,3,0,SafetyOne Services,5650,8/14/2026,0,Low,Low,4,Medium,21,No,Low,No,11,2,Valid,94,No,0,,0,Yes
FE009585,H0210,Smoke Detector,Kitchen,Floor 3 – Corridor 2,2009,Siemens,Fair,Heritance Sands Ratnapura,Ratnapura,Sabaragamuwa,3,351,City Hotel,M009585,6/13/2025,6,5,0,Tyco Lanka,4750,12/12/2025,16,Medium,High,18,Low,28,No,Low,No,11,4,Valid,85,No,0,,3,No
FE009586,H0024,Fire Alarm,Security Room,Floor 4 – Corridor 1,2014,Local,Fair,Lanka Grand Hambantota,Hambantota,Southern,4,94,Resort,M009586,9/19/2025,12,2,0,Lanka Safety,5300,9/19/2026,11,Medium,High,18,High,28,Yes,Medium,Yes,13,5,Valid,88,No,0,,4,No
FE009587,H0038,Sprinkler,Conference Hall,Banquet Hall – Zone 2,2015,Viking,Good,Cinnamon Cove Ratnapura,Ratnapura,Sabaragamuwa,5,142,Business Hotel,M009587,12/12/2024,12,11,0,FirePro SL,8450,12/12/2025,10,Low,Low,4,Medium,28,No,Low,Yes,13,4,Valid,92,No,0,,0,Yes
FE009588,H0163,Smoke Detector,Corridor,Floor 3 – Corridor 4,2011,Siemens,Good,Heritance Heights Nuwara Eliya,Nuwara Eliya,Central,5,329,City Hotel,M009588,10/16/2025,12,1,1,City Fire,5300,10/16/2026,14,Medium,Medium,7,Low,19,No,Low,Yes,12,3,Valid,75,Yes,5,2024,3,No
FE009589,H0220,Fire Extinguisher,Laundry,Laundry 2 (Floor 6),2009,SafetyOne,Good,Aitken Villa Colombo,Colombo,Western,5,264,Eco Lodge,M009589,9/5/2025,12,3,0,City Fire,3950,9/5/2026,16,Medium,Medium,7,High,26,Yes,Medium,Yes,9,5,Valid,87,No,0,,6,No
FE009590,H0249,Sprinkler,Storage,Conference Hall – Zone 2,2013,Local,Good,Hilltop Grand Hambantota,Hambantota,Southern,4,285,Boutique,M009590,9/21/2025,12,2,0,FirePro SL,8300,9/21/2026,12,Medium,High,18,Medium,29,Yes,Low,Yes,8,3,Valid,89,No,0,,0,No
FE009591,H0002,Hose Reel,Basement,Service Area – Section C,2012,FirePro SL,Good,Pearl Retreat Ratnapura,Ratnapura,Sabaragamuwa,3,111,City Hotel,M009591,12/2/2024,12,12,0,City Fire,5250,12/2/2025,13,Medium,Medium,7,Medium,27,No,Medium,No,13,5,Valid,83,No,0,,0,Yes
FE009592,H0249,Fire Extinguisher,Restaurant,Kitchen 1 (Floor 1),2024,ABC Lanka,Fair,Hilltop Grand Hambantota,Hambantota,Southern,4,285,Boutique,M009592,8/13/2025,6,3,0,Tyco Lanka,3800,2/11/2026,1,Low,Low,4,High,29,Yes,Medium,Yes,11,3,Valid,99,No,0,,1,Yes
FE009593,H0016,Sprinkler,Kitchen,Banquet Hall – Zone 1,2014,Local,Fair,Heritance Villa Matara,Matara,Southern,4,146,Resort,M009593,9/18/2025,6,2,0,City Fire,7550,3/19/2026,11,Medium,Medium,7,High,32,Yes,Medium,Yes,13,4,Valid,89,No,0,,0,No
FE009594,H0126,Emergency Light,Corridor,Floor 8 – Corridor 1,2012,Philips,Fair,Heritance Inn Colombo,Colombo,Western,5,391,City Hotel,M009594,9/14/2025,6,2,0,SL FireTech,3250,3/15/2026,13,Medium,Medium,7,Medium,32,Yes,Medium,Yes,14,4,Valid,85,No,0,,8,No
FE009595,H0021,Emergency Light,Lobby,Floor 4 – Corridor 1,2012,Local,Fair,Serendib Bay Mannar,Mannar,Northern,3,207,City Hotel,M009595,12/20/2025,3,0,0,SL FireTech,2400,3/21/2026,13,Medium,Low,4,Medium,31,No,Medium,No,1,3,Valid,82,No,0,,4,No
FE009596,H0217,Emergency Light,Lobby,Floor 5 – Corridor 4,2016,Local,Good,Hilltop Retreat Nuwara Eliya,Nuwara Eliya,Central,4,133,Resort,M009596,12/10/2025,3,0,0,SL FireTech,3100,3/11/2026,9,Low,Medium,7,Medium,20,No,Medium,Yes,5,3,Valid,99,No,0,,5,Yes
FE009597,H0126,Smoke Detector,Guest Floor,Floor 13 – Corridor 2,2018,Honeywell,Good,Heritance Inn Colombo,Colombo,Western,5,391,City Hotel,M009597,10/5/2025,12,2,0,City Fire,4300,10/5/2026,7,Low,Medium,7,High,28,Yes,Low,Yes,6,4,Valid,98,No,0,,13,No
FE009598,H0063,Fire Extinguisher,Boiler Room,Restaurant 1 (Floor 1),2016,ABC Lanka,Good,Ocean Grand Galle,Galle,Southern,3,53,Hill Country,M009598,12/12/2025,6,0,0,Lanka Safety,3150,6/12/2026,9,Medium,Medium,7,High,31,Yes,Medium,No,9,5,Valid,85,No,0,,1,Yes
FE009599,H0082,Smoke Detector,Corridor,Floor 3 – Corridor 3,2022,Honeywell,Good,Heritance Grand Anuradhapura,Anuradhapura,North Central,5,281,Hill Country,M009599,8/19/2025,6,3,1,City Fire,4500,2/17/2026,3,Low,Low,4,Medium,26,No,Medium,Yes,4,4,Valid,81,Yes,3,2019,3,Yes
FE009600,H0036,Fire Extinguisher,Restaurant,Restaurant 4 (Floor 2),2013,Local,Fair,Araliya Villa Kandy,Kandy,Central,4,106,City Hotel,M009600,7/11/2025,12,5,1,SafetyOne Services,3700,7/11/2026,12,Medium,Medium,7,Medium,20,No,Low,Yes,13,4,Valid,76,Yes,4,2022,2,No
FE009601,H0005,Sprinkler,Storage,Banquet Hall – Zone 2,2015,Viking,Good,Ocean Palace Colombo,Colombo,Western,3,105,Beach Hotel,M009601,11/10/2025,6,1,2,Lanka Safety,8350,5/11/2026,10,Medium,Low,4,High,28,Yes,Medium,No,1,3,Valid,66,Yes,5,2020,0,No
FE009602,H0129,Hose Reel,Basement,Service Area – Section B,2025,Local,Good,Pearl Inn Polonnaruwa,Polonnaruwa,North Central,3,125,Business Hotel,M009602,12/22/2025,6,0,0,Lanka Safety,5950,6/22/2026,0,Low,High,18,Low,28,No,High,No,14,4,Valid,90,No,0,,0,No
FE009603,H0165,Smoke Detector,Conference Hall,Floor 1 – Corridor 4,2016,Siemens,Good,Heritance Resort Anuradhapura,Anuradhapura,North Central,3,177,Hill Country,M009603,10/17/2025,12,1,2,SL FireTech,5350,10/17/2026,9,Medium,Low,4,Medium,30,No,Medium,No,6,4,Valid,63,Yes,4,2024,1,No
FE009604,H0118,Emergency Light,Corridor,Floor 3 – Corridor 3,2025,Philips,Good,Serendib Sands Polonnaruwa,Polonnaruwa,North Central,3,49,Beach Hotel,M009604,9/15/2025,3,2,0,Lanka Safety,3000,12/15/2025,0,Low,Low,4,Low,29,No,Low,No,9,5,Valid,90,No,0,,3,No
FE009605,H0141,Fire Extinguisher,Restaurant,Boiler Room 4 (Floor 4),2009,FirePro SL,Good,Hilltop Palace Badulla,Badulla,Uva,4,193,Beach Hotel,M009605,10/3/2025,6,2,0,Tyco Lanka,3550,4/3/2026,16,Medium,Medium,7,Medium,28,No,Medium,Yes,6,4,Valid,85,No,0,,4,No
FE009606,H0231,Fire Alarm,Corridor,Floor 2 – Corridor 4,2016,Bosch,Good,Pearl Inn Monaragala,Monaragala,Uva,4,136,Hill Country,M009606,7/13/2025,12,4,0,SafetyOne Services,5500,7/13/2026,9,Low,High,18,Low,26,No,Low,Yes,7,4,Valid,94,No,0,,2,Yes
FE009607,H0175,Smoke Detector,Corridor,Floor 3 – Corridor 3,2009,Local,Fair,Jetwing Heights Kurunegala,Kurunegala,North Western,3,136,Resort,M009607,6/23/2025,6,5,0,City Fire,4450,12/22/2025,16,Medium,High,18,Medium,32,No,Medium,No,10,4,Valid,82,No,0,,3,No
FE009608,H0117,Emergency Light,Corridor,Floor 5 – Corridor 2,2017,Local,Good,Pearl Palace Batticaloa,Batticaloa,Eastern,4,177,Resort,M009608,12/15/2025,3,0,2,Tyco Lanka,3200,3/16/2026,8,Medium,Medium,7,High,29,Yes,Low,Yes,4,4,Valid,68,Yes,2,2022,5,No
FE009609,H0191,Hose Reel,Basement,Car Park – Section C,2016,Local,Fair,Heritance Inn Kurunegala,Kurunegala,North Western,3,93,Eco Lodge,M009609,12/13/2025,6,0,2,FirePro SL,4950,6/13/2026,9,Medium,Low,4,Medium,29,No,Medium,No,13,4,Valid,68,Yes,2,2019,0,No
FE009610,H0075,Hose Reel,Basement,Car Park – Section C,2016,FirePro SL,Good,Pearl Inn Anuradhapura,Anuradhapura,North Central,3,20,Resort,M009610,12/15/2025,6,0,0,FirePro SL,4600,6/15/2026,9,Medium,Medium,7,Medium,28,No,Medium,No,2,3,Valid,85,No,0,,0,No
FE009611,H0144,Fire Extinguisher,Corridor,Kitchen 2 (Floor 1),2014,SafetyOne,Good,Lanka Sands Anuradhapura,Anuradhapura,North Central,4,191,Beach Hotel,M009611,6/10/2025,12,6,0,SafetyOne Services,2950,6/10/2026,11,Medium,Medium,7,Low,29,No,Medium,Yes,13,4,Valid,85,No,0,,1,Yes
FE009612,H0004,Fire Extinguisher,Restaurant,Laundry 2 (Floor 3),2025,ABC Lanka,Fair,Araliya Sands Kegalle,Kegalle,Sabaragamuwa,4,271,Eco Lodge,M009612,11/2/2025,6,1,0,SafetyOne Services,3950,5/3/2026,0,Low,Low,4,Medium,29,No,Medium,Yes,3,4,Valid,98,No,0,,3,No
FE009613,H0057,Fire Alarm,Conference Hall,Floor 1 – Corridor 4,2021,Bosch,Good,Aitken Resort Hambantota,Hambantota,Southern,4,129,Resort,M009613,12/21/2024,12,11,0,Tyco Lanka,6850,12/21/2025,4,Low,High,18,High,26,Yes,Low,Yes,11,3,Valid,91,No,0,,1,Yes
FE009614,H0014,Emergency Light,Lobby,Floor 2 – Corridor 2,2020,Philips,Good,Cinnamon Palace Colombo,Colombo,Western,4,65,City Hotel,M009614,6/5/2025,6,6,0,Tyco Lanka,3150,12/4/2025,5,Low,Low,4,High,29,Yes,Low,Yes,1,4,Valid,90,No,0,,2,Yes
FE009615,H0225,Sprinkler,Restaurant,Kitchen – Zone 3,2016,Viking,Good,Jetwing Retreat Polonnaruwa,Polonnaruwa,North Central,3,91,Beach Hotel,M009615,7/22/2025,12,4,0,SL FireTech,8100,7/22/2026,9,Medium,High,18,Medium,31,No,Medium,No,2,3,Valid,89,No,0,,0,No
FE009616,H0099,Smoke Detector,Guest Floor,Floor 3 – Corridor 3,2025,Honeywell,Fair,Jetwing Sands Polonnaruwa,Polonnaruwa,North Central,3,120,Resort,M009616,6/8/2025,6,6,0,City Fire,5050,12/7/2025,0,Low,High,18,Low,28,No,Medium,No,7,4,Valid,92,No,0,,3,No
FE009617,H0036,Hose Reel,Boiler Room,Car Park – Section A,2012,Local,Fair,Araliya Villa Kandy,Kandy,Central,4,106,City Hotel,M009617,12/21/2025,6,0,1,SafetyOne Services,5400,6/21/2026,13,Medium,Medium,7,Medium,20,No,Low,Yes,9,5,Valid,77,Yes,4,2024,0,Yes
FE009618,H0140,Hose Reel,Boiler Room,Service Area – Section C,2016,Tyco,Fair,Aitken Resort Monaragala,Monaragala,Uva,5,186,Resort,M009618,11/12/2025,6,0,0,Tyco Lanka,4600,5/13/2026,9,Medium,High,18,Medium,31,No,Low,Yes,9,3,Valid,81,No,0,,0,No
FE009619,H0051,Fire Alarm,Corridor,Floor 2 – Corridor 3,2025,Local,Good,Serendib Heights Kandy,Kandy,Central,3,139,Eco Lodge,M009619,4/9/2025,12,8,0,Tyco Lanka,5700,4/9/2026,0,Low,Medium,7,Low,19,No,Low,No,9,4,Valid,97,No,0,,2,Yes
FE009620,H0077,Emergency Light,Corridor,Floor 4 – Corridor 2,2009,Local,Fair,Hilltop Sands Puttalam,Puttalam,North Western,4,185,Resort,M009620,12/22/2025,3,0,0,SafetyOne Services,3100,3/23/2026,16,Medium,Low,4,Low,31,No,Medium,Yes,11,4,Valid,89,No,0,,4,No
FE009621,H0158,Emergency Light,Corridor,Floor 1 – Corridor 4,2017,Local,Good,Jetwing Cove Nuwara Eliya,Nuwara Eliya,Central,5,288,City Hotel,M009621,9/3/2025,3,3,0,Lanka Safety,3450,12/3/2025,8,Low,Medium,7,Low,24,No,Medium,Yes,14,5,Valid,95,No,0,,1,Yes
FE009622,H0185,Smoke Detector,Corridor,Floor 2 – Corridor 2,2013,Bosch,Good,Serendib Cove Polonnaruwa,Polonnaruwa,North Central,4,166,Boutique,M009622,11/13/2025,6,0,2,Tyco Lanka,5300,5/14/2026,12,Medium,Low,4,Low,30,No,Medium,Yes,1,4,Valid,63,Yes,1,2023,2,Yes
FE009623,H0236,Fire Extinguisher,Laundry,Restaurant 4 (Floor 4),2020,Local,Good,Pearl Villa Negombo,Negombo,Western,3,158,Resort,M009623,10/9/2025,6,2,2,FirePro SL,3700,4/9/2026,5,Low,Medium,7,High,27,Yes,High,No,7,3,Valid,73,Yes,4,2021,4,No
FE009624,H0208,Sprinkler,Storage,Kitchen – Zone 2,2025,Viking,Good,Ocean Palace Kurunegala,Kurunegala,North Western,5,290,Business Hotel,M009624,12/10/2025,12,0,1,Lanka Safety,9750,12/10/2026,0,Low,Medium,7,Low,30,No,High,Yes,14,5,Valid,86,Yes,4,2022,0,No
FE009625,H0160,Hose Reel,Basement,Service Area – Section C,2013,Tyco,Fair,Jetwing Palace Puttalam,Puttalam,North Western,5,299,Hill Country,M009625,8/22/2025,6,3,0,City Fire,5150,2/20/2026,12,Medium,Medium,7,Low,26,No,Low,Yes,7,5,Valid,86,No,0,,0,No
FE009626,H0031,Fire Extinguisher,Kitchen,Kitchen 3 (Floor 1),2016,FirePro SL,Fair,Cinnamon Villa Matale,Matale,Central,3,83,City Hotel,M009626,11/2/2025,6,1,1,Tyco Lanka,3750,5/3/2026,9,Medium,Medium,7,Medium,24,No,Medium,No,14,2,Valid,78,Yes,5,2019,1,No
FE009627,H0086,Fire Extinguisher,Kitchen,Restaurant 2 (Floor 4),2013,ABC Lanka,Good,Lanka Sands Monaragala,Monaragala,Uva,5,229,Boutique,M009627,9/3/2025,12,3,1,SL FireTech,4150,9/3/2026,12,Medium,Medium,7,Low,32,No,Low,Yes,9,4,Valid,73,Yes,5,2018,4,Yes
FE009628,H0160,Sprinkler,Storage,Banquet Hall – Zone 2,2025,Tyco,Good,Jetwing Palace Puttalam,Puttalam,North Western,5,299,Hill Country,M009628,9/9/2025,12,3,0,SL FireTech,9150,9/9/2026,0,Low,High,18,Medium,28,No,Medium,Yes,9,5,Valid,98,No,0,,0,Yes
FE009629,H0107,Hose Reel,Car Park,Car Park – Section A,2018,Local,Good,Lanka Retreat Negombo,Negombo,Western,4,293,City Hotel,M009629,12/11/2024,12,12,1,Tyco Lanka,5050,12/11/2025,7,Low,Low,4,High,27,Yes,Medium,Yes,1,4,Valid,83,Yes,2,2024,0,No
FE009630,H0215,Sprinkler,Restaurant,Storage – Zone 3,2017,Tyco,Fair,Hilltop Palace Polonnaruwa,Polonnaruwa,North Central,3,101,Beach Hotel,M009630,11/7/2025,12,1,0,Lanka Safety,7450,11/7/2026,8,Medium,Medium,7,Low,30,No,Medium,No,10,4,Valid,81,No,0,,0,Yes
FE009631,H0149,Smoke Detector,Lobby,Floor 3 – Corridor 2,2022,Bosch,Good,Aitken Cove Matara,Matara,Southern,4,211,Resort,M009631,8/14/2025,12,3,0,FirePro SL,4050,8/14/2026,3,Low,Low,4,High,32,Yes,Low,Yes,5,4,Valid,96,No,0,,3,No
FE009632,H0139,Fire Alarm,Conference Hall,Floor 3 – Corridor 2,2016,Local,Fair,Aitken Inn Kalutara,Kalutara,Western,3,168,Boutique,M009632,12/9/2025,12,0,0,SL FireTech,5650,12/9/2026,9,Low,Medium,7,High,32,Yes,High,No,2,4,Valid,98,No,0,,3,No
FE009633,H0148,Fire Alarm,Corridor,Floor 3 – Corridor 2,2017,Bosch,Fair,Jetwing Sands Kandy,Kandy,Central,5,180,Boutique,M009633,9/19/2025,12,2,0,SL FireTech,5400,9/19/2026,8,Low,Low,4,Low,23,No,High,Yes,12,3,Valid,99,No,0,,3,Yes
FE009634,H0204,Fire Extinguisher,Restaurant,Laundry 1 (Floor 7),2019,FirePro SL,Good,Hilltop Retreat Polonnaruwa,Polonnaruwa,North Central,4,243,City Hotel,M009634,10/5/2025,6,2,0,SafetyOne Services,3950,4/5/2026,6,Low,Medium,7,Low,28,No,Low,Yes,6,4,Valid,91,No,0,,7,No
FE009635,H0078,Fire Extinguisher,Laundry,Laundry 4 (Floor 2),2023,SafetyOne,Fair,Jetwing Heights Hambantota,Hambantota,Southern,4,162,Boutique,M009635,11/15/2025,6,0,0,FirePro SL,3600,5/16/2026,2,Low,Low,4,High,32,Yes,Medium,Yes,2,2,Valid,95,No,0,,2,Yes
FE009636,H0035,Fire Alarm,Security Room,Floor 1 – Corridor 3,2013,Honeywell,Good,Cinnamon Bay Polonnaruwa,Polonnaruwa,North Central,3,169,Boutique,M009636,8/7/2025,12,4,0,Lanka Safety,6200,8/7/2026,12,Medium,Low,4,Low,32,No,High,No,6,5,Valid,85,No,0,,1,No
FE009637,H0025,Smoke Detector,Guest Floor,Floor 3 – Corridor 2,2009,Honeywell,Good,Aitken Villa Nuwara Eliya,Nuwara Eliya,Central,3,87,Hill Country,M009637,10/22/2025,6,1,0,Lanka Safety,4550,4/22/2026,16,Medium,High,18,Medium,19,No,Low,No,7,4,Valid,89,No,0,,3,No
FE009638,H0199,Hose Reel,Basement,Basement – Section C,2017,Tyco,Good,Hilltop Retreat Colombo,Colombo,Western,4,183,City Hotel,M009638,10/10/2025,6,2,1,SafetyOne Services,6150,4/10/2026,8,Medium,Low,4,High,28,Yes,Low,Yes,14,3,Valid,72,Yes,1,2021,0,Yes
